group,feature,smd_before,smd_after_overlap,abs_smd_before,abs_smd_after_overlap
B1,spo2_last,0.21836925833500498,0.35088115695155675,0.21836925833500498,0.35088115695155675
B1,spo2_delta,-0.14751990679708074,-0.13101741381975682,0.14751990679708074,0.13101741381975682
B1,spo2_slope,0.23683334374728218,0.0027412845165147265,0.23683334374728218,0.0027412845165147265
B1,sofa_mean,-0.10447449657898035,-0.16950704500809566,0.10447449657898035,0.16950704500809566
B1,sofa_median,-0.0914625370016023,-0.14360660978313372,0.0914625370016023,0.14360660978313372
B1,sofa_min,-0.25541026525205485,-0.17611950241708305,0.25541026525205485,0.17611950241708305
B1,sofa_max,0.0676690510205062,-0.04636197633114558,0.0676690510205062,0.04636197633114558
B1,sofa_std,0.3860293791853508,0.0948726911631051,0.3860293791853508,0.0948726911631051
B1,sofa_first,-0.16999390950145957,-0.12136418983805487,0.16999390950145957,0.12136418983805487
B1,sofa_last,0.06898384887086793,0.0337928737769627,0.06898384887086793,0.0337928737769627
B1,sofa_delta,0.30519090694277085,0.19844242256057376,0.30519090694277085,0.19844242256057376
B1,sofa_slope,-0.0871124796612857,0.07479915977356646,0.0871124796612857,0.07479915977356646
B1,any_vasopressor_mean,-0.16348497586137123,-0.3101635118782529,0.16348497586137123,0.3101635118782529
B1,any_vasopressor_median,-0.042818298735323126,-0.17582909942120434,0.042818298735323126,0.17582909942120434
B1,any_vasopressor_min,0.0,0.0,0.0,0.0
B1,any_vasopressor_max,-0.05957745724614888,-0.31608272787309966,0.05957745724614888,0.31608272787309966
B1,any_vasopressor_std,-0.11466812069430604,-0.29458309847725783,0.11466812069430604,0.29458309847725783
B1,any_vasopressor_first,-0.23315423926173517,-0.28073066989786144,0.23315423926173517,0.28073066989786144
B1,any_vasopressor_last,0.19444406543042606,0.126815923422277,0.19444406543042606,0.126815923422277
B1,any_vasopressor_delta,0.3855400837154331,0.39206275256821704,0.3855400837154331,0.39206275256821704
B1,any_vasopressor_slope,0.36402926662000556,0.37784665943631635,0.36402926662000556,0.37784665943631635
B1,ventilation_on_mean,0.06676583896485763,-0.11870594042396106,0.06676583896485763,0.11870594042396106
B1,ventilation_on_median,0.10546838146068914,-0.05243814882133982,0.10546838146068914,0.05243814882133982
