level,group,k,cluster,outcome,n_pairs,n_treated,n_control,treated_mean,control_mean,effect,ci95_low,ci95_high
cluster,harm_apparent,6.0,0.0,vm_time_hours,1145,1145,813,60.87529839883551,58.40196506550218,2.473333333333333,-3.8781033478893745,8.972572416302764
cluster,harm_apparent,6.0,0.0,ventilation_hours,1773,1773,1234,30.98641661966535,31.932694115435236,-0.9462774957698815,-4.347763912389547,2.820487873660463
cluster,harm_apparent,6.0,0.0,rrt_on,1773,1773,1234,0.06429780033840947,0.06147772137619854,0.0028200789622109417,-0.013268471517202481,0.019740552735476594
cluster,harm_apparent,6.0,0.0,any_vasopressor,1773,1773,1234,0.24985899605188946,0.5076142131979695,-0.2577552171460801,-0.287112239142696,-0.22925831923293855
cluster,harm_apparent,6.0,0.0,nee_mcgkgmin_max,1773,1773,1234,0.07456288776085732,0.14869712351945855,-0.07413423575860124,-0.09481725888324873,-0.05351438240270728
cluster,harm_apparent,6.0,0.0,icu_los_hours,1773,1773,1234,411.71108291032147,411.2800808422636,0.43100206805791247,-25.041513912389537,26.95877397067118
cluster,harm_apparent,6.0,1.0,mortality_anytime,1063,1063,172,0.5663217309501412,0.5446848541862653,0.021636876763875823,-0.020249294449670743,0.06491063029162747
cluster,harm_apparent,6.0,1.0,vm_time_hours,1011,1011,153,253.42482690405538,68.56267721727663,184.86214968677876,167.67987265084074,199.89989737883283
cluster,harm_apparent,6.0,1.0,ventilation_hours,1063,1063,172,152.59203512072747,42.13068359987457,110.46135152085294,99.47763993414864,122.52957235810595
cluster,harm_apparent,6.0,1.0,rrt_on,1063,1063,172,0.3104421448730009,0.05644402634054563,0.2539981185324553,0.22389463781749766,0.2836547507055503
cluster,harm_apparent,6.0,1.0,any_vasopressor,1063,1063,172,0.819379115710254,0.7206020696142992,0.09877704609595485,0.0644167450611477,0.13690028222013167
cluster,harm_apparent,6.0,1.0,nee_mcgkgmin_max,1063,1063,172,0.6522577610536219,0.2908372530573847,0.3614205079962371,0.23453057384760112,0.5102460018814675
cluster,harm_apparent,6.0,1.0,icu_los_hours,1063,1063,172,1661.9626058325493,469.76599247412975,1192.1966133584197,1101.1303406240202,1273.7118120884288
cluster,neutral_apparent,6.0,2.0,mortality_anytime,1833,1833,1089,0.3933442444080742,0.39879978177850517,-0.005455537370430988,-0.03959356246590289,0.028396072013093267
cluster,neutral_apparent,6.0,2.0,vm_time_hours,1473,1473,864,95.28835709436524,52.63962434940031,42.648732744964924,36.01376923512107,50.428414516859014
cluster,neutral_apparent,6.0,2.0,ventilation_hours,1833,1833,1089,52.76904891798508,28.21672122204037,24.552327695944715,19.55466334788143,28.842957810510995
