feature,stat,value,cluster,k,n_transfused,n_control
creatinine_pre_mean,missing_rate,0.0,4,6,11,10
creatinine_slope,mean,0.00010105276249549127,4,6,11,10
creatinine_slope,median,0.0,4,6,11,10
creatinine_slope,missing_rate,0.0,4,6,11,10
creatinine_std,mean,0.4848126730848174,4,6,11,10
creatinine_std,median,0.19675392595231214,4,6,11,10
creatinine_std,missing_rate,0.0,4,6,11,10
crp_max,mean,,4,6,11,10
crp_max,median,,4,6,11,10
crp_max,missing_rate,1.0,4,6,11,10
crp_mean,mean,,4,6,11,10
crp_mean,median,,4,6,11,10
crp_mean,missing_rate,1.0,4,6,11,10
crp_median,mean,,4,6,11,10
crp_median,median,,4,6,11,10
crp_median,missing_rate,1.0,4,6,11,10
crp_min,mean,,4,6,11,10
crp_min,median,,4,6,11,10
crp_min,missing_rate,1.0,4,6,11,10
crp_std,mean,,4,6,11,10
crp_std,median,,4,6,11,10
crp_std,missing_rate,1.0,4,6,11,10
d_dimer_max,mean,,4,6,11,10
d_dimer_max,median,,4,6,11,10
d_dimer_max,missing_rate,1.0,4,6,11,10
d_dimer_mean,mean,,4,6,11,10
d_dimer_mean,median,,4,6,11,10
d_dimer_mean,missing_rate,1.0,4,6,11,10
d_dimer_median,mean,,4,6,11,10
d_dimer_median,median,,4,6,11,10
d_dimer_median,missing_rate,1.0,4,6,11,10
d_dimer_min,mean,,4,6,11,10
d_dimer_min,median,,4,6,11,10
d_dimer_min,missing_rate,1.0,4,6,11,10
d_dimer_std,mean,,4,6,11,10
d_dimer_std,median,,4,6,11,10
d_dimer_std,missing_rate,1.0,4,6,11,10
dbp_delta,mean,1.4590580315161994,4,6,11,10
dbp_delta,median,4.548064348066475,4,6,11,10
dbp_delta,missing_rate,0.0,4,6,11,10
dbp_max,mean,82.36363636363636,4,6,11,10
dbp_max,median,80.0,4,6,11,10
dbp_max,missing_rate,0.0,4,6,11,10
dbp_mean,mean,62.52353128979767,4,6,11,10
dbp_mean,median,59.35095320623917,4,6,11,10
dbp_mean,missing_rate,0.0,4,6,11,10
dbp_median,mean,62.09090909090909,4,6,11,10
dbp_median,median,57.0,4,6,11,10
dbp_median,missing_rate,0.0,4,6,11,10
dbp_min,mean,46.18181818181818,4,6,11,10
dbp_min,median,43.0,4,6,11,10
dbp_min,missing_rate,0.0,4,6,11,10
dbp_post_mean,mean,63.98258932131387,4,6,11,10
dbp_post_mean,median,60.66153846153846,4,6,11,10
dbp_post_mean,missing_rate,0.0,4,6,11,10
dbp_pre_mean,mean,62.52353128979767,4,6,11,10
dbp_pre_mean,median,59.35095320623917,4,6,11,10
dbp_pre_mean,missing_rate,0.0,4,6,11,10
dbp_slope,mean,-0.004175459232964389,4,6,11,10
dbp_slope,median,-0.004066919199895578,4,6,11,10
dbp_slope,missing_rate,0.0,4,6,11,10
dbp_std,mean,6.87839000094587,4,6,11,10
dbp_std,median,7.056120958090702,4,6,11,10
dbp_std,missing_rate,0.0,4,6,11,10
dementia_max,mean,0.0,4,6,11,10
dementia_max,median,0.0,4,6,11,10
dementia_max,missing_rate,0.0,4,6,11,10
dementia_mean,mean,0.0,4,6,11,10
dementia_mean,median,0.0,4,6,11,10
dementia_mean,missing_rate,0.0,4,6,11,10
dementia_median,mean,0.0,4,6,11,10
dementia_median,median,0.0,4,6,11,10
dementia_median,missing_rate,0.0,4,6,11,10
dementia_min,mean,0.0,4,6,11,10
dementia_min,median,0.0,4,6,11,10
dementia_min,missing_rate,0.0,4,6,11,10
dementia_std,mean,0.0,4,6,11,10
dementia_std,median,0.0,4,6,11,10
dementia_std,missing_rate,0.0,4,6,11,10
diabetes_with_cc_max,mean,0.09090909090909091,4,6,11,10
diabetes_with_cc_max,median,0.0,4,6,11,10
diabetes_with_cc_max,missing_rate,0.0,4,6,11,10
diabetes_with_cc_mean,mean,0.09090909090909091,4,6,11,10
diabetes_with_cc_mean,median,0.0,4,6,11,10
diabetes_with_cc_mean,missing_rate,0.0,4,6,11,10
diabetes_with_cc_median,mean,0.09090909090909091,4,6,11,10
diabetes_with_cc_median,median,0.0,4,6,11,10
diabetes_with_cc_median,missing_rate,0.0,4,6,11,10
diabetes_with_cc_min,mean,0.09090909090909091,4,6,11,10
diabetes_with_cc_min,median,0.0,4,6,11,10
diabetes_with_cc_min,missing_rate,0.0,4,6,11,10
diabetes_with_cc_std,mean,0.0,4,6,11,10
diabetes_with_cc_std,median,0.0,4,6,11,10
diabetes_with_cc_std,missing_rate,0.0,4,6,11,10
diabetes_without_cc_max,mean,0.09090909090909091,4,6,11,10
diabetes_without_cc_max,median,0.0,4,6,11,10
diabetes_without_cc_max,missing_rate,0.0,4,6,11,10
diabetes_without_cc_mean,mean,0.09090909090909091,4,6,11,10
diabetes_without_cc_mean,median,0.0,4,6,11,10
diabetes_without_cc_mean,missing_rate,0.0,4,6,11,10
diabetes_without_cc_median,mean,0.09090909090909091,4,6,11,10
diabetes_without_cc_median,median,0.0,4,6,11,10
diabetes_without_cc_median,missing_rate,0.0,4,6,11,10
diabetes_without_cc_min,mean,0.09090909090909091,4,6,11,10
diabetes_without_cc_min,median,0.0,4,6,11,10
diabetes_without_cc_min,missing_rate,0.0,4,6,11,10
diabetes_without_cc_std,mean,0.0,4,6,11,10
diabetes_without_cc_std,median,0.0,4,6,11,10
diabetes_without_cc_std,missing_rate,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_max,mean,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_max,median,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_max,missing_rate,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_mean,mean,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_mean,median,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_mean,missing_rate,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_median,mean,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_median,median,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_median,missing_rate,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_min,mean,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_min,median,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_min,missing_rate,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_std,mean,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_std,median,0.0,4,6,11,10
dobutamine_rate_mcgkgmin_std,missing_rate,0.0,4,6,11,10
dopamine_rate_mcgkgmin_max,mean,0.0,4,6,11,10
dopamine_rate_mcgkgmin_max,median,0.0,4,6,11,10
dopamine_rate_mcgkgmin_max,missing_rate,0.0,4,6,11,10
dopamine_rate_mcgkgmin_mean,mean,0.0,4,6,11,10
dopamine_rate_mcgkgmin_mean,median,0.0,4,6,11,10
dopamine_rate_mcgkgmin_mean,missing_rate,0.0,4,6,11,10
dopamine_rate_mcgkgmin_median,mean,0.0,4,6,11,10
dopamine_rate_mcgkgmin_median,median,0.0,4,6,11,10
dopamine_rate_mcgkgmin_median,missing_rate,0.0,4,6,11,10
dopamine_rate_mcgkgmin_min,mean,0.0,4,6,11,10
dopamine_rate_mcgkgmin_min,median,0.0,4,6,11,10
dopamine_rate_mcgkgmin_min,missing_rate,0.0,4,6,11,10
dopamine_rate_mcgkgmin_std,mean,0.0,4,6,11,10
dopamine_rate_mcgkgmin_std,median,0.0,4,6,11,10
dopamine_rate_mcgkgmin_std,missing_rate,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_max,mean,0.006363636363636364,4,6,11,10
epinephrine_rate_mcgkgmin_max,median,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_max,missing_rate,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_mean,mean,0.00020019242189619473,4,6,11,10
epinephrine_rate_mcgkgmin_mean,median,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_mean,missing_rate,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_median,mean,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_median,median,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_median,missing_rate,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_min,mean,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_min,median,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_min,missing_rate,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_std,mean,0.0010091393467912533,4,6,11,10
epinephrine_rate_mcgkgmin_std,median,0.0,4,6,11,10
epinephrine_rate_mcgkgmin_std,missing_rate,0.0,4,6,11,10
ferritin_max,mean,11788.166666666666,4,6,11,10
ferritin_max,median,2045.0,4,6,11,10
ferritin_max,missing_rate,0.45454545454545453,4,6,11,10
ferritin_mean,mean,11788.166666666666,4,6,11,10
ferritin_mean,median,2045.0,4,6,11,10
ferritin_mean,missing_rate,0.45454545454545453,4,6,11,10
ferritin_median,mean,11788.166666666666,4,6,11,10
ferritin_median,median,2045.0,4,6,11,10
ferritin_median,missing_rate,0.45454545454545453,4,6,11,10
ferritin_min,mean,11788.166666666666,4,6,11,10
ferritin_min,median,2045.0,4,6,11,10
ferritin_min,missing_rate,0.45454545454545453,4,6,11,10
ferritin_std,mean,0.0,4,6,11,10
ferritin_std,median,0.0,4,6,11,10
ferritin_std,missing_rate,0.45454545454545453,4,6,11,10
fibrinogen_max,mean,,4,6,11,10
fibrinogen_max,median,,4,6,11,10
fibrinogen_max,missing_rate,1.0,4,6,11,10
fibrinogen_mean,mean,,4,6,11,10
fibrinogen_mean,median,,4,6,11,10
fibrinogen_mean,missing_rate,1.0,4,6,11,10
fibrinogen_median,mean,,4,6,11,10
fibrinogen_median,median,,4,6,11,10
fibrinogen_median,missing_rate,1.0,4,6,11,10
fibrinogen_min,mean,,4,6,11,10
fibrinogen_min,median,,4,6,11,10
fibrinogen_min,missing_rate,1.0,4,6,11,10
fibrinogen_std,mean,,4,6,11,10
fibrinogen_std,median,,4,6,11,10
fibrinogen_std,missing_rate,1.0,4,6,11,10
fluid_balance_daily_ml_max,mean,4611.145454545455,4,6,11,10
fluid_balance_daily_ml_max,median,4093.4,4,6,11,10
fluid_balance_daily_ml_max,missing_rate,0.0,4,6,11,10
fluid_balance_daily_ml_mean,mean,3434.808402638604,4,6,11,10
fluid_balance_daily_ml_mean,median,3416.2799999999997,4,6,11,10
fluid_balance_daily_ml_mean,missing_rate,0.0,4,6,11,10
fluid_balance_daily_ml_median,mean,3690.955454545454,4,6,11,10
fluid_balance_daily_ml_median,median,3416.28,4,6,11,10
fluid_balance_daily_ml_median,missing_rate,0.0,4,6,11,10
fluid_balance_daily_ml_min,mean,1717.8681818181817,4,6,11,10
fluid_balance_daily_ml_min,median,1323.0,4,6,11,10
fluid_balance_daily_ml_min,missing_rate,0.0,4,6,11,10
fluid_balance_daily_ml_std,mean,1216.5918934097037,4,6,11,10
fluid_balance_daily_ml_std,median,1046.6128451168734,4,6,11,10
fluid_balance_daily_ml_std,missing_rate,0.0,4,6,11,10
fluid_balance_total_ml_max,mean,7422.399090909091,4,6,11,10
fluid_balance_total_ml_max,median,5509.88,4,6,11,10
fluid_balance_total_ml_max,missing_rate,0.0,4,6,11,10
fluid_balance_total_ml_mean,mean,6112.695118412779,4,6,11,10
fluid_balance_total_ml_mean,median,4830.975384615356,4,6,11,10
fluid_balance_total_ml_mean,missing_rate,0.0,4,6,11,10
fluid_balance_total_ml_median,mean,6087.819090909091,4,6,11,10
fluid_balance_total_ml_median,median,5509.88,4,6,11,10
fluid_balance_total_ml_median,missing_rate,0.0,4,6,11,10
fluid_balance_total_ml_min,mean,4225.53909090909,4,6,11,10
fluid_balance_total_ml_min,median,3416.28,4,6,11,10
fluid_balance_total_ml_min,missing_rate,0.0,4,6,11,10
fluid_balance_total_ml_std,mean,1284.0592367666206,4,6,11,10
fluid_balance_total_ml_std,median,743.2151346816433,4,6,11,10
fluid_balance_total_ml_std,missing_rate,0.0,4,6,11,10
ggt_max,mean,93.5,4,6,11,10
ggt_max,median,93.5,4,6,11,10
ggt_max,missing_rate,0.8181818181818182,4,6,11,10
ggt_mean,mean,93.5,4,6,11,10
ggt_mean,median,93.5,4,6,11,10
ggt_mean,missing_rate,0.8181818181818182,4,6,11,10
ggt_median,mean,93.5,4,6,11,10
ggt_median,median,93.5,4,6,11,10
ggt_median,missing_rate,0.8181818181818182,4,6,11,10
ggt_min,mean,93.5,4,6,11,10
ggt_min,median,93.5,4,6,11,10
ggt_min,missing_rate,0.8181818181818182,4,6,11,10
ggt_std,mean,0.0,4,6,11,10
ggt_std,median,0.0,4,6,11,10
ggt_std,missing_rate,0.8181818181818182,4,6,11,10
glucose_lab_max,mean,168.54545454545453,4,6,11,10
glucose_lab_max,median,163.0,4,6,11,10
glucose_lab_max,missing_rate,0.0,4,6,11,10
glucose_lab_mean,mean,128.21902504743866,4,6,11,10
glucose_lab_mean,median,122.21317157712305,4,6,11,10
glucose_lab_mean,missing_rate,0.0,4,6,11,10
glucose_lab_median,mean,127.54545454545455,4,6,11,10
glucose_lab_median,median,119.0,4,6,11,10
glucose_lab_median,missing_rate,0.0,4,6,11,10
glucose_lab_min,mean,87.45454545454545,4,6,11,10
glucose_lab_min,median,90.0,4,6,11,10
glucose_lab_min,missing_rate,0.0,4,6,11,10
glucose_lab_std,mean,25.64869290353671,4,6,11,10
glucose_lab_std,median,19.184390176554512,4,6,11,10
glucose_lab_std,missing_rate,0.0,4,6,11,10
glucose_vital_max,mean,909104.8181818182,4,6,11,10
glucose_vital_max,median,999999.0,4,6,11,10
glucose_vital_max,missing_rate,0.0,4,6,11,10
glucose_vital_mean,mean,150637.3026692804,4,6,11,10
glucose_vital_mean,median,141109.62820512822,4,6,11,10
glucose_vital_mean,missing_rate,0.0,4,6,11,10
glucose_vital_median,mean,138.8181818181818,4,6,11,10
glucose_vital_median,median,130.0,4,6,11,10
glucose_vital_median,missing_rate,0.0,4,6,11,10
glucose_vital_min,mean,81.36363636363636,4,6,11,10
glucose_vital_min,median,90.0,4,6,11,10
glucose_vital_min,missing_rate,0.0,4,6,11,10
glucose_vital_std,mean,295919.71171540784,4,6,11,10
glucose_vital_std,median,348013.56340419385,4,6,11,10
glucose_vital_std,missing_rate,0.0,4,6,11,10
hba1c_max,mean,,4,6,11,10
hba1c_max,median,,4,6,11,10
hba1c_max,missing_rate,1.0,4,6,11,10
hba1c_mean,mean,,4,6,11,10
hba1c_mean,median,,4,6,11,10
hba1c_mean,missing_rate,1.0,4,6,11,10
hba1c_median,mean,,4,6,11,10
hba1c_median,median,,4,6,11,10
hba1c_median,missing_rate,1.0,4,6,11,10
hba1c_min,mean,,4,6,11,10
hba1c_min,median,,4,6,11,10
hba1c_min,missing_rate,1.0,4,6,11,10
hba1c_std,mean,,4,6,11,10
hba1c_std,median,,4,6,11,10
hba1c_std,missing_rate,1.0,4,6,11,10
hba2_max,mean,,4,6,11,10
hba2_max,median,,4,6,11,10
hba2_max,missing_rate,1.0,4,6,11,10
hba2_mean,mean,,4,6,11,10
hba2_mean,median,,4,6,11,10
hba2_mean,missing_rate,1.0,4,6,11,10
hba2_median,mean,,4,6,11,10
hba2_median,median,,4,6,11,10
hba2_median,missing_rate,1.0,4,6,11,10
hba2_min,mean,,4,6,11,10
hba2_min,median,,4,6,11,10
hba2_min,missing_rate,1.0,4,6,11,10
hba2_std,mean,,4,6,11,10
hba2_std,median,,4,6,11,10
hba2_std,missing_rate,1.0,4,6,11,10
hbs_max,mean,,4,6,11,10
hbs_max,median,,4,6,11,10
hbs_max,missing_rate,1.0,4,6,11,10
hbs_mean,mean,,4,6,11,10
hbs_mean,median,,4,6,11,10
hbs_mean,missing_rate,1.0,4,6,11,10
hbs_median,mean,,4,6,11,10
hbs_median,median,,4,6,11,10
hbs_median,missing_rate,1.0,4,6,11,10
hbs_min,mean,,4,6,11,10
hbs_min,median,,4,6,11,10
hbs_min,missing_rate,1.0,4,6,11,10
hbs_std,mean,,4,6,11,10
hbs_std,median,,4,6,11,10
hbs_std,missing_rate,1.0,4,6,11,10
heart_rate_delta,mean,-0.20712409594592043,4,6,11,10
heart_rate_delta,median,-1.0888958395291013,4,6,11,10
heart_rate_delta,missing_rate,0.0,4,6,11,10
heart_rate_max,mean,113.0909090909091,4,6,11,10
heart_rate_max,median,115.0,4,6,11,10
heart_rate_max,missing_rate,0.0,4,6,11,10
heart_rate_mean,mean,97.51899568372492,4,6,11,10
heart_rate_mean,median,98.32450331125828,4,6,11,10
heart_rate_mean,missing_rate,0.0,4,6,11,10
heart_rate_median,mean,96.81818181818181,4,6,11,10
heart_rate_median,median,96.0,4,6,11,10
heart_rate_median,missing_rate,0.0,4,6,11,10
heart_rate_min,mean,71.9090909090909,4,6,11,10
heart_rate_min,median,70.0,4,6,11,10
heart_rate_min,missing_rate,0.0,4,6,11,10
heart_rate_post_mean,mean,97.31187158777902,4,6,11,10
heart_rate_post_mean,median,94.15597920277297,4,6,11,10
heart_rate_post_mean,missing_rate,0.0,4,6,11,10
heart_rate_pre_mean,mean,97.51899568372492,4,6,11,10
heart_rate_pre_mean,median,98.32450331125828,4,6,11,10
heart_rate_pre_mean,missing_rate,0.0,4,6,11,10
heart_rate_slope,mean,0.006464653571209056,4,6,11,10
heart_rate_slope,median,0.001889258863908461,4,6,11,10
heart_rate_slope,missing_rate,0.0,4,6,11,10
heart_rate_std,mean,7.503761929702847,4,6,11,10
heart_rate_std,median,6.868551645220838,4,6,11,10
heart_rate_std,missing_rate,0.0,4,6,11,10
height_cm_max,mean,169.22222222222223,4,6,11,10
height_cm_max,median,175.0,4,6,11,10
height_cm_max,missing_rate,0.18181818181818182,4,6,11,10
height_cm_mean,mean,169.22222222222223,4,6,11,10
height_cm_mean,median,175.0,4,6,11,10
height_cm_mean,missing_rate,0.18181818181818182,4,6,11,10
height_cm_median,mean,169.22222222222223,4,6,11,10
height_cm_median,median,175.0,4,6,11,10
height_cm_median,missing_rate,0.18181818181818182,4,6,11,10
height_cm_min,mean,169.22222222222223,4,6,11,10
height_cm_min,median,175.0,4,6,11,10
height_cm_min,missing_rate,0.18181818181818182,4,6,11,10
height_cm_std,mean,0.0,4,6,11,10
height_cm_std,median,0.0,4,6,11,10
height_cm_std,missing_rate,0.18181818181818182,4,6,11,10
hematocrit_max,mean,,4,6,11,10
hematocrit_max,median,,4,6,11,10
hematocrit_max,missing_rate,1.0,4,6,11,10
hematocrit_mean,mean,,4,6,11,10
hematocrit_mean,median,,4,6,11,10
hematocrit_mean,missing_rate,1.0,4,6,11,10
hematocrit_median,mean,,4,6,11,10
hematocrit_median,median,,4,6,11,10
hematocrit_median,missing_rate,1.0,4,6,11,10
hematocrit_min,mean,,4,6,11,10
hematocrit_min,median,,4,6,11,10
hematocrit_min,missing_rate,1.0,4,6,11,10
hematocrit_std,mean,,4,6,11,10
hematocrit_std,median,,4,6,11,10
hematocrit_std,missing_rate,1.0,4,6,11,10
hemoglobin_delta,mean,-0.6881579462128893,4,6,11,10
hemoglobin_delta,median,-0.7567296837485049,4,6,11,10
hemoglobin_delta,missing_rate,0.0,4,6,11,10
hemoglobin_max,mean,13.1,4,6,11,10
hemoglobin_max,median,14.0,4,6,11,10
hemoglobin_max,missing_rate,0.0,4,6,11,10
hemoglobin_mean,mean,9.619641217626281,4,6,11,10
hemoglobin_mean,median,9.7385321100917,4,6,11,10
hemoglobin_mean,missing_rate,0.0,4,6,11,10
hemoglobin_median,mean,9.418181818181816,4,6,11,10
hemoglobin_median,median,9.2,4,6,11,10
hemoglobin_median,missing_rate,0.0,4,6,11,10
hemoglobin_min,mean,7.827272727272728,4,6,11,10
hemoglobin_min,median,8.2,4,6,11,10
hemoglobin_min,missing_rate,0.0,4,6,11,10
hemoglobin_post_mean,mean,8.931483271413393,4,6,11,10
hemoglobin_post_mean,median,8.73587521663771,4,6,11,10
hemoglobin_post_mean,missing_rate,0.0,4,6,11,10
hemoglobin_pre_mean,mean,9.619641217626281,4,6,11,10
hemoglobin_pre_mean,median,9.7385321100917,4,6,11,10
hemoglobin_pre_mean,missing_rate,0.0,4,6,11,10
hemoglobin_slope,mean,-0.0030571964423369413,4,6,11,10
hemoglobin_slope,median,-0.0019975029068689965,4,6,11,10
hemoglobin_slope,missing_rate,0.0,4,6,11,10
hemoglobin_std,mean,1.3030678621779137,4,6,11,10
hemoglobin_std,median,1.286289135973588,4,6,11,10
hemoglobin_std,missing_rate,0.0,4,6,11,10
imv_on_max,mean,0.45454545454545453,4,6,11,10
imv_on_max,median,0.0,4,6,11,10
imv_on_max,missing_rate,0.0,4,6,11,10
imv_on_mean,mean,0.3102462333231564,4,6,11,10
imv_on_mean,median,0.0,4,6,11,10
imv_on_mean,missing_rate,0.0,4,6,11,10
imv_on_median,mean,0.2727272727272727,4,6,11,10
imv_on_median,median,0.0,4,6,11,10
imv_on_median,missing_rate,0.0,4,6,11,10
imv_on_min,mean,0.18181818181818182,4,6,11,10
imv_on_min,median,0.0,4,6,11,10
imv_on_min,missing_rate,0.0,4,6,11,10
imv_on_std,mean,0.0931532879723075,4,6,11,10
imv_on_std,median,0.0,4,6,11,10
imv_on_std,missing_rate,0.0,4,6,11,10
lactate_delta,mean,0.27492447788068575,4,6,11,10
lactate_delta,median,0.21509213220240042,4,6,11,10
lactate_delta,missing_rate,0.0,4,6,11,10
lactate_max,mean,4.254545454545454,4,6,11,10
lactate_max,median,3.4,4,6,11,10
lactate_max,missing_rate,0.0,4,6,11,10
lactate_mean,mean,3.029955467530799,4,6,11,10
lactate_mean,median,1.9089743589743597,4,6,11,10
lactate_mean,missing_rate,0.0,4,6,11,10
lactate_median,mean,2.9636363636363643,4,6,11,10
lactate_median,median,1.9,4,6,11,10
lactate_median,missing_rate,0.0,4,6,11,10
lactate_min,mean,1.236363636363636,4,6,11,10
lactate_min,median,1.2,4,6,11,10
lactate_min,missing_rate,0.0,4,6,11,10
lactate_post_mean,mean,3.304879945411485,4,6,11,10
lactate_post_mean,median,2.0863084922010136,4,6,11,10
lactate_post_mean,missing_rate,0.0,4,6,11,10
lactate_pre_mean,mean,3.029955467530799,4,6,11,10
lactate_pre_mean,median,1.9089743589743597,4,6,11,10
lactate_pre_mean,missing_rate,0.0,4,6,11,10
lactate_slope,mean,0.0015723540833690042,4,6,11,10
lactate_slope,median,0.0005044374514001748,4,6,11,10
lactate_slope,missing_rate,0.0,4,6,11,10
lactate_std,mean,0.8802972321339979,4,6,11,10
lactate_std,median,0.6422210984936825,4,6,11,10
lactate_std,missing_rate,0.0,4,6,11,10
ldh_max,mean,1945.2727272727273,4,6,11,10
ldh_max,median,316.0,4,6,11,10
ldh_max,missing_rate,0.0,4,6,11,10
ldh_mean,mean,1645.5474511058555,4,6,11,10
ldh_mean,median,295.97350993377484,4,6,11,10
ldh_mean,missing_rate,0.0,4,6,11,10
ldh_median,mean,1850.7272727272727,4,6,11,10
ldh_median,median,284.0,4,6,11,10
ldh_median,missing_rate,0.0,4,6,11,10
ldh_min,mean,239.27272727272728,4,6,11,10
ldh_min,median,180.0,4,6,11,10
ldh_min,missing_rate,0.0,4,6,11,10
ldh_std,mean,502.70999448029744,4,6,11,10
ldh_std,median,44.21979225135746,4,6,11,10
ldh_std,missing_rate,0.0,4,6,11,10
lymphocytes_abs_max,mean,2.0963636363636367,4,6,11,10
lymphocytes_abs_max,median,2.0,4,6,11,10
lymphocytes_abs_max,missing_rate,0.0,4,6,11,10
lymphocytes_abs_mean,mean,1.9765864347634206,4,6,11,10
lymphocytes_abs_mean,median,2.0,4,6,11,10
lymphocytes_abs_mean,missing_rate,0.0,4,6,11,10
lymphocytes_abs_median,mean,1.99,4,6,11,10
lymphocytes_abs_median,median,2.0,4,6,11,10
lymphocytes_abs_median,missing_rate,0.0,4,6,11,10
lymphocytes_abs_min,mean,1.9100000000000001,4,6,11,10
lymphocytes_abs_min,median,2.0,4,6,11,10
lymphocytes_abs_min,missing_rate,0.0,4,6,11,10
lymphocytes_abs_std,mean,0.04828525905252554,4,6,11,10
lymphocytes_abs_std,median,0.0,4,6,11,10
lymphocytes_abs_std,missing_rate,0.0,4,6,11,10
magnesium_max,mean,2.6363636363636362,4,6,11,10
magnesium_max,median,2.4,4,6,11,10
magnesium_max,missing_rate,0.0,4,6,11,10
magnesium_mean,mean,2.458388058018493,4,6,11,10
magnesium_mean,median,2.058278145695351,4,6,11,10
magnesium_mean,missing_rate,0.0,4,6,11,10
magnesium_median,mean,2.5272727272727273,4,6,11,10
magnesium_median,median,2.2,4,6,11,10
magnesium_median,missing_rate,0.0,4,6,11,10
magnesium_min,mean,2.0181818181818185,4,6,11,10
magnesium_min,median,1.9,4,6,11,10
magnesium_min,missing_rate,0.0,4,6,11,10
magnesium_std,mean,0.2087044246908782,4,6,11,10
magnesium_std,median,0.14610946271131317,4,6,11,10
magnesium_std,missing_rate,0.0,4,6,11,10
malignant_cancer_max,mean,0.0,4,6,11,10
malignant_cancer_max,median,0.0,4,6,11,10
malignant_cancer_max,missing_rate,0.0,4,6,11,10
malignant_cancer_mean,mean,0.0,4,6,11,10
malignant_cancer_mean,median,0.0,4,6,11,10
malignant_cancer_mean,missing_rate,0.0,4,6,11,10
malignant_cancer_median,mean,0.0,4,6,11,10
malignant_cancer_median,median,0.0,4,6,11,10
malignant_cancer_median,missing_rate,0.0,4,6,11,10
malignant_cancer_min,mean,0.0,4,6,11,10
malignant_cancer_min,median,0.0,4,6,11,10
malignant_cancer_min,missing_rate,0.0,4,6,11,10
malignant_cancer_std,mean,0.0,4,6,11,10
malignant_cancer_std,median,0.0,4,6,11,10
malignant_cancer_std,missing_rate,0.0,4,6,11,10
mbp_max,mean,97.4090909090909,4,6,11,10
mbp_max,median,95.0,4,6,11,10
mbp_max,missing_rate,0.0,4,6,11,10
mbp_mean,mean,78.02208548017246,4,6,11,10
mbp_mean,median,74.70103986135182,4,6,11,10
mbp_mean,missing_rate,0.0,4,6,11,10
mbp_median,mean,77.22727272727273,4,6,11,10
mbp_median,median,73.0,4,6,11,10
mbp_median,missing_rate,0.0,4,6,11,10
mbp_min,mean,58.68181818181818,4,6,11,10
mbp_min,median,59.0,4,6,11,10
mbp_min,missing_rate,0.0,4,6,11,10
mbp_std,mean,7.716494198121143,4,6,11,10
mbp_std,median,7.547564403738734,4,6,11,10
mbp_std,missing_rate,0.0,4,6,11,10
metastatic_solid_tumor_max,mean,0.0,4,6,11,10
metastatic_solid_tumor_max,median,0.0,4,6,11,10
metastatic_solid_tumor_max,missing_rate,0.0,4,6,11,10
metastatic_solid_tumor_mean,mean,0.0,4,6,11,10
metastatic_solid_tumor_mean,median,0.0,4,6,11,10
metastatic_solid_tumor_mean,missing_rate,0.0,4,6,11,10
metastatic_solid_tumor_median,mean,0.0,4,6,11,10
metastatic_solid_tumor_median,median,0.0,4,6,11,10
metastatic_solid_tumor_median,missing_rate,0.0,4,6,11,10
metastatic_solid_tumor_min,mean,0.0,4,6,11,10
metastatic_solid_tumor_min,median,0.0,4,6,11,10
metastatic_solid_tumor_min,missing_rate,0.0,4,6,11,10
metastatic_solid_tumor_std,mean,0.0,4,6,11,10
metastatic_solid_tumor_std,median,0.0,4,6,11,10
metastatic_solid_tumor_std,missing_rate,0.0,4,6,11,10
methemoglobin_delta,mean,,4,6,11,10
methemoglobin_delta,median,,4,6,11,10
methemoglobin_delta,missing_rate,1.0,4,6,11,10
methemoglobin_max,mean,,4,6,11,10
methemoglobin_max,median,,4,6,11,10
methemoglobin_max,missing_rate,1.0,4,6,11,10
methemoglobin_mean,mean,,4,6,11,10
methemoglobin_mean,median,,4,6,11,10
methemoglobin_mean,missing_rate,1.0,4,6,11,10
methemoglobin_median,mean,,4,6,11,10
methemoglobin_median,median,,4,6,11,10
methemoglobin_median,missing_rate,1.0,4,6,11,10
methemoglobin_min,mean,,4,6,11,10
methemoglobin_min,median,,4,6,11,10
