group_id,feature,smd_unweighted,smd_overlap,smd_iptw
B1,heart_rate_delta,-0.12982336841151224,-0.08557994673035633,-0.05339777310815405
B1,heart_rate_slope,0.3058500442944766,0.16944542001993618,0.3391217126936687
B1,mbp_mean,0.061695973408333764,0.10795102538137623,0.0811446978126214
B1,mbp_median,0.039674321808626074,0.12131922164524724,0.10630787911588384
B1,mbp_min,-0.28718738736656435,-0.10449101098407354,-0.16239930930033183
B1,mbp_max,0.45224661748518435,0.25863032464035285,0.2686245608099675
B1,mbp_std,0.351805529025123,0.06709531553616467,0.14489596588820414
B1,mbp_first,0.04949454906003761,-0.22502010611261938,-0.12517079308853274
B1,mbp_last,0.058678952746459366,0.24684128846123787,0.1828417308407537
B1,mbp_delta,0.006231109812523327,0.417461046832079,0.2717385900475953
B1,mbp_slope,0.29018814697896544,0.21741934129321894,0.20627609165193242
B1,resp_rate_mean,0.045354095542877865,0.014338176309331114,0.10263460628759088
B1,resp_rate_median,0.04813082230728009,0.003924120826683419,0.1052963116043847
B1,resp_rate_min,-0.21327761363647532,0.06303023601261865,0.005053191391256237
B1,resp_rate_max,0.30416761861321523,0.07615778136906687,0.24103571717905145
B1,resp_rate_std,0.3525870120301649,0.11161223376598456,0.2504811604719154
B1,resp_rate_first,-0.2629590961484942,-0.08588923736177212,-0.09211372120645547
B1,resp_rate_last,-0.16283208896546186,-0.17392701407313382,-0.08346259919018219
B1,resp_rate_delta,0.08946247513971177,-0.08243896422538696,0.006902895439867582
B1,resp_rate_slope,0.18060380647031743,-0.03837473053963975,0.08324850528273565
B1,spo2_mean,0.17302264517296662,0.13315360393859563,0.11899804536707222
B1,spo2_median,0.2055498256054337,0.08526698792159493,0.1106588604813982
B1,spo2_min,-0.07653147938445926,0.053627894518735814,-0.04154283670009438
B1,spo2_max,0.6202226506205045,0.21697188974322767,0.40247374003217357
B1,spo2_std,0.06191829804408909,-0.06170646804302132,0.03752158984057572
B1,spo2_first,0.24455725053447147,0.2928213861018797,0.2763385259050047
B1,spo2_last,0.21836925833500498,0.35088115695155675,0.3091125555887709
B1,spo2_delta,-0.14751990679708074,-0.13101741381975682,-0.13487483185216445
B1,spo2_slope,0.23683334374728218,0.0027412845165147265,0.09876730209898289
B1,sofa_mean,-0.10447449657898035,-0.16950704500809566,-0.2114091589800188
B1,sofa_median,-0.0914625370016023,-0.14360660978313372,-0.1720874016160981
B1,sofa_min,-0.25541026525205485,-0.17611950241708305,-0.2770442718881797
B1,sofa_max,0.0676690510205062,-0.04636197633114558,-0.061348170940912446
B1,sofa_std,0.3860293791853508,0.0948726911631051,0.18652800774057374
B1,sofa_first,-0.16999390950145957,-0.12136418983805487,-0.18865546320557552
B1,sofa_last,0.06898384887086793,0.0337928737769627,0.010113106020594374
B1,sofa_delta,0.30519090694277085,0.19844242256057376,0.2551145538542912
B1,sofa_slope,-0.0871124796612857,0.07479915977356646,0.07221068897475556
B1,any_vasopressor_mean,-0.16348497586137123,-0.3101635118782529,-0.2971127256549548
B1,any_vasopressor_median,-0.042818298735323126,-0.17582909942120434,-0.17066527566794887
B1,any_vasopressor_min,0.0,0.0,0.0
B1,any_vasopressor_max,-0.05957745724614888,-0.31608272787309966,-0.28890807299163185
B1,any_vasopressor_std,-0.11466812069430604,-0.29458309847725783,-0.29051299108420164
B1,any_vasopressor_first,-0.23315423926173517,-0.28073066989786144,-0.21674459702119067
B1,any_vasopressor_last,0.19444406543042606,0.126815923422277,0.1494872745343541
B1,any_vasopressor_delta,0.3855400837154331,0.39206275256821704,0.33737929434114083
B1,any_vasopressor_slope,0.36402926662000556,0.37784665943631635,0.3960485480244116
B1,ventilation_on_mean,0.06676583896485763,-0.11870594042396106,0.027014662085537832
B1,ventilation_on_median,0.10546838146068914,-0.05243814882133982,0.0769780707585915
B1,ventilation_on_min,-0.12171729805582843,0.06834038898123773,0.24074466700306008
B1,ventilation_on_max,0.00276785164228691,-0.4120780331889104,-0.27516497356938974
B1,ventilation_on_std,0.0235350274651576,-0.42595517282688034,-0.4666578737362034
B1,ventilation_on_first,-0.27959223472548145,-0.2924655915796018,-0.10602943281490583
B1,ventilation_on_last,0.07558920632011977,0.07428794493629022,0.2050852908597605
B1,ventilation_on_delta,0.3286605710910339,0.3390459453192332,0.29978849760525705
B1,ventilation_on_slope,0.04858613361096442,0.3078961122603151,0.2149983339130152
B2,age,0.22526779484601622,0.24749330425223298,0.2898103458434528
B2,bmi,-0.12227741690773242,-0.2177358997625732,-0.34272731002447493
B2,hemoglobin_mean,0.08767629664749539,-0.019595543254162046,0.011928213439658362
B2,hemoglobin_median,0.07106192478704307,0.06198008917282569,0.031117641361972124
B2,hemoglobin_min,-0.12401632674086817,-0.06208485731895134,-0.14042882375310078
B2,hemoglobin_max,0.3631199347364203,-0.1960659637938907,0.022635846569241422
B2,hemoglobin_std,0.4304295090249652,-0.06474216698276652,0.17304785214830143
B2,hemoglobin_first,0.3472610211891913,-0.19189709581855224,0.0214083340479014
B2,hemoglobin_last,-0.13072255104803993,-0.0716568806795801,-0.1460208632754638
B2,hemoglobin_delta,-0.4549653215133153,0.1770994732478943,-0.09929956470918605
B2,hemoglobin_slope,0.22811712804890225,0.19965882955891967,0.24303178917608836
B2,lactate_mean,0.25115229515972937,0.07449591612657466,0.13021644335831487
B2,lactate_median,0.1626394004520702,-0.030069252486784073,0.03897180188692125
B2,lactate_min,0.2529437778490246,0.465721041664069,0.38257907208365444
B2,lactate_max,0.27800526955276456,0.05856984131126936,0.13259658968863763
B2,lactate_std,0.18339579898095318,-0.21317185164738917,-0.0873646926781085
B2,lactate_first,0.3442822865384518,0.38652023516880263,0.34210142755650486
B2,lactate_last,0.08319329737719765,-0.22901509650847374,-0.13912938517925355
B2,lactate_delta,-0.27185106435261264,-0.5372916518432318,-0.42978757868479117
B2,lactate_slope,-0.43161346380915977,-0.5897264711383241,-0.5140396882719042
B2,creatinine_mean,-0.03171326556941354,-0.09074061831260838,-0.1243968484940054
B2,creatinine_median,-0.038535872543188326,-0.12693684013144868,-0.15124773460215526
B2,creatinine_min,-0.1467358275800294,0.0881310311791181,-0.0660848064748703
B2,creatinine_max,0.06656728607131904,-0.06375602399490006,-0.08138865356127233
B2,creatinine_std,0.3297988988032485,-0.0798466968804775,0.02597128521599069
B2,creatinine_first,-0.1417087613330614,0.08065895671093788,-0.07242369903426212
B2,creatinine_last,0.03786343213190883,-0.07764928288685506,-0.09192405513208313
B2,creatinine_delta,0.20628229528445766,-0.1956605787689663,-0.049784537520623486
B2,creatinine_slope,0.0857380710315025,-0.07484161418462089,-0.02665420246559037
B2,platelets_mean,-0.07645068376245298,-0.03533687707411396,0.03493021812673156
B2,platelets_median,-0.10560996260413948,-0.0362208675917269,0.014941317196431459
B2,platelets_min,-0.23591321791161698,-0.07491164404626566,-0.05995310823419962
B2,platelets_max,0.1434607639247366,-0.041051878045988914,0.0795068396580218
B2,platelets_std,0.5984674646231222,0.1168145345779413,0.3170533247364991
B2,platelets_first,0.04669391323986328,-0.1264176594109685,-0.05613556508144953
B2,platelets_last,-0.15143066694528257,-0.05867382986667632,0.009890167586719291
B2,platelets_delta,-0.26589425689765445,0.057872608561560325,0.07647167944268321
B2,platelets_slope,-0.01576035290025118,0.2004838696102706,0.27975401024496294
B2,heart_rate_mean,-0.462036542607982,-0.136295767392926,-0.3481046296001132
B2,heart_rate_median,-0.4049562772815284,-0.07451407574004966,-0.2985793164131418
B2,heart_rate_min,-0.6022171580856146,-0.08024686691882646,-0.27463697971785656
B2,heart_rate_max,-0.25563375602274824,-0.2841466778227476,-0.4128931559793351
B2,heart_rate_std,0.21436987260428417,-0.24826938360218637,-0.21865330075105677
B2,heart_rate_first,-0.4170781129596561,-0.07358482222379936,-0.28222119871364515
B2,heart_rate_last,-0.5563709469155019,-0.11078773707316646,-0.34755723383472975
B2,heart_rate_delta,-0.12277514869151239,-0.03617521926803823,-0.049838864857595734
B2,heart_rate_slope,0.32002516799617364,0.25085090063819,0.3506793153722057
B2,mbp_mean,0.17863041702595622,0.2459555169701413,0.258946291210442
B2,mbp_median,0.10900460078082955,0.23270775610122033,0.2560840443624325
B2,mbp_min,-0.26324062551994276,0.09316408585909879,-0.09568816245789966
